frame,t,car_emblem,door_handle,fuel_cap,license_plate,side_mirror,tail_light,zone,yaw_fresh,dist,yaw,bearing,x,y,alpha_deg
464,15.47,0,1,1,0,0,1,후측면,0,,,,,,
465,15.5,0,1,1,0,0,1,후측면,0,,,,,,
466,15.53,0,1,1,0,0,1,후측면,0,,,,,,
467,15.57,0,1,1,0,0,1,후측면,0,,,,,,
468,15.6,0,1,1,0,0,1,후측면,0,,,,,,
469,15.63,0,1,1,0,0,1,후측면,0,,,,,,
470,15.67,0,1,1,0,0,1,후측면,0,,,,,,
471,15.7,0,1,1,0,0,1,후측면,0,,,,,,
472,15.73,0,1,1,0,0,1,후측면,0,,,,,,
473,15.77,0,1,1,0,0,1,후측면,0,,,,,,
474,15.8,0,1,1,0,0,1,후측면,0,,,,,,
475,15.83,0,1,1,0,0,1,후측면,0,,,,,,
476,15.87,0,1,1,0,0,1,후측면,0,,,,,,
477,15.9,0,1,1,0,0,1,후측면,0,,,,,,
478,15.93,0,1,1,0,0,1,후측면,0,,,,,,
479,15.97,0,1,1,0,0,1,후측면,0,,,,,,
480,16.0,0,1,1,0,0,1,후측면,0,,,,,,
481,16.03,0,1,1,0,0,1,후측면,0,,,,,,
482,16.07,0,1,1,0,0,1,후측면,0,,,,,,
483,16.1,0,1,1,0,0,1,후측면,0,,,,,,
484,16.13,0,1,1,0,0,1,후측면,0,,,,,,
485,16.17,0,1,1,0,0,1,후측면,0,,,,,,
486,16.2,0,1,1,0,0,1,후측면,0,,,,,,
487,16.23,0,1,1,0,0,1,후측면,0,,,,,,
488,16.27,0,1,1,0,0,1,후측면,0,,,,,,
489,16.3,0,1,1,0,0,1,후측면,0,,,,,,
490,16.33,0,1,1,0,0,1,후측면,0,,,,,,
491,16.37,0,2,1,0,0,1,후측면,0,,,,,,
492,16.4,0,1,1,0,0,1,후측면,0,,,,,,
493,16.43,0,1,1,0,0,1,후측면,0,,,,,,
494,16.47,0,1,1,0,0,1,후측면,0,,,,,,
495,16.5,0,1,1,0,0,1,후측면,0,,,,,,
496,16.53,0,1,1,0,0,1,후측면,0,,,,,,
497,16.57,0,1,1,0,0,1,후측면,0,,,,,,
498,16.6,0,1,1,0,0,1,후측면,0,,,,,,
499,16.63,0,1,1,0,0,1,후측면,0,,,,,,
500,16.67,0,1,1,0,0,1,후측면,0,,,,,,
501,16.7,0,1,1,0,0,1,후측면,0,,,,,,
502,16.73,0,1,1,0,0,1,후측면,0,,,,,,
503,16.77,0,1,1,0,0,1,후측면,0,,,,,,
504,16.8,0,1,1,0,0,1,후측면,0,,,,,,
505,16.83,0,1,1,0,0,1,후측면,0,,,,,,
506,16.87,0,1,1,0,0,1,후측면,0,,,,,,
507,16.9,0,1,1,0,0,1,후측면,0,,,,,,
508,16.93,0,1,1,0,0,1,후측면,0,,,,,,
509,16.97,0,1,1,0,0,1,후측면,0,,,,,,
510,17.0,0,1,1,0,0,1,후측면,0,,,,,,
511,17.03,0,1,1,0,0,1,후측면,0,,,,,,
512,17.07,0,1,1,0,0,1,후측면,0,,,,,,
513,17.1,0,1,1,0,0,1,후측면,0,,,,,,
514,17.13,0,1,1,0,0,1,후측면,0,,,,,,
515,17.17,0,1,1,0,0,1,후측면,0,,,,,,
516,17.2,0,1,1,0,0,1,후측면,0,,,,,,
517,17.23,0,1,1,0,0,1,후측면,0,,,,,,
518,17.27,0,1,1,0,0,1,후측면,0,,,,,,
519,17.3,0,1,1,0,0,1,후측면,0,,,,,,
520,17.33,0,1,1,0,0,1,후측면,0,,,,,,
521,17.37,0,1,1,0,0,1,후측면,0,,,,,,
522,17.4,0,1,1,0,0,1,후측면,0,,,,,,
523,17.43,0,1,1,0,0,1,후측면,0,,,,,,
524,17.47,0,1,1,0,0,1,후측면,0,,,,,,
525,17.5,0,1,1,0,0,1,후측면,0,,,,,,
526,17.53,0,1,1,0,0,1,후측면,0,,,,,,
527,17.57,0,1,1,0,0,1,후측면,0,,,,,,
528,17.6,0,1,1,0,0,1,후측면,0,,,,,,
529,17.63,0,1,1,0,0,1,후측면,0,,,,,,
530,17.67,0,1,1,0,0,1,후측면,0,,,,,,
531,17.7,0,1,1,0,0,1,후측면,0,,,,,,
532,17.73,0,1,1,0,0,1,후측면,0,,,,,,
533,17.77,0,1,1,0,0,1,후측면,0,,,,,,
534,17.8,0,1,1,0,0,1,후측면,0,,,,,,
535,17.83,0,1,1,0,0,1,후측면,0,,,,,,
536,17.87,0,1,1,0,0,1,후측면,0,,,,,,
537,17.9,0,1,1,0,0,1,후측면,0,,,,,,
538,17.93,0,1,1,0,0,1,후측면,0,,,,,,
539,17.97,0,1,1,0,0,1,후측면,0,,,,,,
540,18.0,0,1,1,0,0,1,후측면,0,,,,,,
541,18.03,0,1,1,0,0,1,후측면,0,,,,,,
542,18.07,0,1,1,0,0,1,후측면,0,,,,,,
543,18.1,0,1,1,0,0,1,후측면,0,,,,,,
544,18.13,0,1,1,0,0,1,후측면,0,,,,,,
545,18.17,0,1,1,0,0,1,후측면,0,,,,,,
546,18.2,0,1,1,0,0,1,후측면,0,,,,,,
547,18.23,0,1,1,0,0,1,후측면,0,,,,,,
548,18.27,0,1,1,0,0,1,후측면,0,,,,,,
549,18.3,0,1,1,0,0,1,후측면,0,,,,,,
550,18.33,0,1,1,0,0,1,후측면,0,,,,,,
551,18.37,0,1,1,0,0,1,후측면,0,,,,,,
552,18.4,0,1,1,0,0,1,후측면,0,,,,,,
553,18.43,0,0,1,0,0,1,후측면,0,,,,,,
554,18.47,0,0,1,0,0,1,후측면,0,,,,,,
555,18.5,0,0,1,0,0,1,후측면,0,,,,,,
556,18.53,0,0,1,0,0,1,후측면,0,,,,,,
557,18.57,0,0,1,0,0,1,후측면,0,,,,,,
558,18.6,0,0,1,0,0,1,후측면,0,,,,,,
559,18.63,0,0,1,0,0,1,후측면,0,,,,,,
560,18.67,0,0,1,0,0,1,후측면,0,,,,,,
561,18.7,0,0,1,0,0,1,후측면,0,,,,,,
562,18.73,0,0,1,0,0,1,후측면,0,,,,,,
563,18.77,0,0,1,0,0,1,후측면,0,,,,,,
564,18.8,0,0,1,0,0,1,후측면,0,,,,,,
565,18.83,0,0,1,0,0,1,후측면,0,,,,,,
566,18.87,0,0,1,0,0,1,후측면,0,,,,,,
567,18.9,0,0,1,0,0,1,후측면,0,,,,,,
568,18.93,0,0,1,0,0,1,후측면,0,,,,,,
569,18.97,0,0,1,0,0,1,후측면,0,,,,,,
570,19.0,0,0,1,0,0,1,후측면,0,,,,,,
571,19.03,0,0,1,0,0,1,후측면,0,,,,,,
572,19.07,0,0,1,0,0,1,후측면,0,,,,,,
573,19.1,0,0,1,0,0,1,후측면,0,,,,,,
574,19.13,0,0,1,0,0,1,후측면,0,,,,,,
575,19.17,0,0,1,0,0,1,후측면,0,,,,,,
576,19.2,0,0,1,0,0,1,후측면,0,,,,,,
577,19.23,0,0,1,0,0,1,후측면,0,,,,,,
578,19.27,0,0,1,0,0,1,후측면,0,,,,,,
579,19.3,0,0,1,0,0,1,후측면,0,,,,,,
580,19.33,0,0,1,0,0,1,후측면,0,,,,,,
581,19.37,0,0,1,0,0,1,후측면,0,,,,,,
582,19.4,0,0,0,0,0,1,후측면,0,,,,,,
583,19.43,0,0,0,0,0,1,후측면,0,,,,,,
584,19.47,0,0,0,0,0,1,후측면,0,,,,,,
585,19.5,0,0,0,0,0,1,후측면,0,,,,,,
586,19.53,0,0,0,0,0,1,후측면,0,,,,,,
587,19.57,0,0,0,0,0,1,후측면,0,,,,,,
588,19.6,0,0,0,0,0,1,후측면,0,,,,,,
589,19.63,0,0,0,0,0,0,후측면,0,,,,,,
590,19.67,0,0,0,0,0,0,후측면,0,,,,,,
591,19.7,0,0,0,0,0,0,후측면,0,,,,,,
592,19.73,0,0,0,0,0,0,후측면,0,,,,,,
593,19.77,0,0,0,0,0,0,후측면,0,,,,,,
594,19.8,0,0,0,0,0,0,후측면,0,,,,,,
595,19.83,0,0,0,0,0,0,후측면,0,,,,,,
596,19.87,0,0,0,0,0,0,후측면,0,,,,,,
597,19.9,0,0,0,0,0,0,후측면,0,,,,,,
598,19.93,0,0,0,0,0,0,후측면,0,,,,,,
599,19.97,0,0,0,0,0,0,후측면,0,,,,,,
600,20.0,0,0,0,0,0,0,후측면,0,,,,,,
601,20.03,0,0,0,0,0,0,후측면,0,,,,,,
602,20.07,0,0,0,0,0,0,후측면,0,,,,,,
603,20.1,0,0,0,0,0,0,후측면,0,,,,,,
604,20.13,0,0,0,0,0,0,후측면,0,,,,,,
605,20.17,0,0,0,0,0,0,후측면,0,,,,,,
606,20.2,0,0,0,0,0,0,후측면,0,,,,,,
607,20.23,0,0,0,0,0,0,후측면,0,,,,,,
608,20.27,0,0,0,0,0,0,후측면,0,,,,,,
609,20.3,0,0,0,0,0,0,후측면,0,,,,,,
610,20.33,0,0,0,0,0,0,후측면,0,,,,,,
611,20.37,0,0,0,0,0,0,후측면,0,,,,,,
612,20.4,0,0,0,0,0,0,후측면,0,,,,,,
613,20.43,0,0,0,0,0,0,후측면,0,,,,,,
614,20.47,0,0,0,0,0,0,후측면,0,,,,,,
615,20.5,0,0,0,0,0,0,후측면,0,,,,,,
616,20.53,0,0,0,0,0,0,후측면,0,,,,,,
617,20.57,0,0,0,0,0,0,후측면,0,,,,,,
618,20.6,0,0,0,0,0,0,후측면,0,,,,,,
619,20.63,0,0,0,0,0,0,후측면,0,,,,,,
620,20.67,0,0,0,0,0,0,후측면,0,,,,,,
621,20.7,0,0,0,0,0,0,후측면,0,,,,,,
622,20.73,0,0,0,0,0,0,후측면,0,,,,,,
623,20.77,0,0,0,0,0,0,후측면,0,,,,,,
624,20.8,0,0,0,0,0,0,후측면,0,,,,,,
625,20.83,0,0,0,0,0,0,후측면,0,,,,,,
626,20.87,0,0,0,0,0,0,후측면,0,,,,,,
627,20.9,0,0,0,0,0,0,후측면,0,,,,,,
628,20.93,0,0,0,0,0,0,후측면,0,,,,,,
629,20.97,0,0,0,0,0,0,후측면,0,,,,,,
630,21.0,0,0,0,0,0,0,후측면,0,,,,,,
631,21.03,0,0,0,0,0,0,후측면,0,,,,,,
632,21.07,0,0,0,0,0,0,후측면,0,,,,,,
633,21.1,0,0,0,0,0,0,후측면,0,,,,,,
634,21.13,0,0,0,0,0,0,후측면,0,,,,,,
635,21.17,0,0,0,0,0,0,후측면,0,,,,,,
636,21.2,0,0,0,0,0,0,후측면,0,,,,,,
637,21.23,0,0,0,0,0,0,후측면,0,,,,,,
638,21.27,0,0,0,0,0,0,후측면,0,,,,,,
639,21.3,0,0,1,0,0,0,후측면,0,,,,,,
640,21.33,0,0,1,0,0,0,후측면,0,,,,,,
641,21.37,0,0,1,0,0,0,후측면,0,,,,,,
642,21.4,0,0,0,0,0,0,후측면,0,,,,,,
643,21.43,0,0,0,0,1,0,후측면,0,,,,,,
644,21.47,0,0,0,0,1,0,후측면,0,,,,,,
645,21.5,0,0,0,0,0,0,후측면,0,,,,,,
646,21.53,0,0,0,0,0,0,후측면,0,,,,,,
647,21.57,0,0,0,0,0,0,후측면,0,,,,,,
648,21.6,0,0,0,0,0,0,후측면,0,,,,,,
649,21.63,0,0,0,0,0,0,후측면,0,,,,,,
650,21.67,0,0,0,0,0,0,후측면,0,,,,,,
651,21.7,0,0,0,0,0,0,후측면,0,,,,,,
652,21.73,0,0,0,0,0,0,후측면,0,,,,,,
653,21.77,0,0,0,0,0,0,후측면,0,,,,,,
654,21.8,0,0,0,0,0,0,후측면,0,,,,,,
655,21.83,0,0,0,0,0,0,후측면,0,,,,,,
656,21.87,0,0,0,0,0,0,후측면,0,,,,,,
657,21.9,0,0,0,0,0,0,후측면,0,,,,,,
658,21.93,0,0,0,0,0,0,후측면,0,,,,,,
659,21.97,0,0,0,0,0,0,후측면,0,,,,,,
660,22.0,0,0,0,0,0,0,후측면,0,,,,,,
661,22.03,0,0,0,0,0,0,후측면,0,,,,,,
662,22.07,0,0,0,0,0,0,후측면,0,,,,,,
663,22.1,0,0,0,0,0,0,후측면,0,,,,,,
664,22.13,0,0,0,0,0,0,후측면,0,,,,,,
665,22.17,0,0,0,0,0,0,후측면,0,,,,,,
666,22.2,0,0,0,0,0,0,후측면,0,,,,,,
667,22.23,0,0,0,0,0,0,후측면,0,,,,,,
668,22.27,0,0,0,0,0,0,후측면,0,,,,,,
669,22.3,0,0,0,0,0,0,후측면,0,,,,,,
670,22.33,0,0,0,0,0,0,후측면,0,,,,,,
671,22.37,0,0,0,0,0,0,후측면,0,,,,,,
672,22.4,0,0,0,0,0,0,후측면,0,,,,,,
673,22.43,0,0,0,0,0,0,후측면,0,,,,,,
674,22.47,0,0,0,0,0,0,후측면,0,,,,,,
675,22.5,0,0,0,0,0,0,후측면,0,,,,,,
676,22.53,0,0,0,0,0,0,후측면,0,,,,,,
677,22.57,0,0,0,0,0,0,후측면,0,,,,,,
678,22.6,0,0,0,0,0,0,후측면,0,,,,,,
679,22.63,0,0,0,0,0,0,후측면,0,,,,,,
680,22.67,0,0,0,0,0,0,후측면,0,,,,,,
681,22.7,0,0,0,0,0,0,후측면,0,,,,,,
682,22.73,0,0,0,0,0,0,후측면,0,,,,,,
683,22.77,0,0,0,0,0,0,후측면,0,,,,,,
684,22.8,0,0,0,0,0,0,후측면,0,,,,,,
685,22.83,0,0,0,0,0,0,후측면,0,,,,,,
686,22.87,0,0,0,0,0,0,후측면,0,,,,,,
687,22.9,0,0,0,0,0,0,후측면,0,,,,,,
688,22.93,0,0,0,0,0,0,후측면,0,,,,,,
689,22.97,0,0,0,0,0,0,후측면,0,,,,,,
690,23.0,0,0,0,0,0,0,후측면,0,,,,,,
691,23.03,0,0,0,0,0,0,후측면,0,,,,,,
692,23.07,0,0,0,0,0,0,후측면,0,,,,,,
693,23.1,0,0,0,0,0,0,후측면,0,,,,,,
694,23.13,0,0,0,0,0,0,후측면,0,,,,,,
695,23.17,0,0,0,0,0,0,후측면,0,,,,,,
696,23.2,0,0,0,0,0,0,후측면,0,,,,,,
697,23.23,0,0,0,0,0,0,후측면,0,,,,,,
698,23.27,0,0,0,0,0,0,후측면,0,,,,,,
699,23.3,0,0,0,0,0,0,후측면,0,,,,,,
700,23.33,0,0,0,0,0,0,후측면,0,,,,,,
701,23.37,0,0,0,0,0,0,후측면,0,,,,,,
702,23.4,0,0,0,0,0,0,후측면,0,,,,,,
703,23.43,0,0,0,0,0,0,후측면,0,,,,,,
704,23.47,0,0,0,0,0,0,후측면,0,,,,,,
705,23.5,0,0,0,0,0,0,후측면,0,,,,,,
706,23.53,0,0,0,0,0,0,후측면,0,,,,,,
707,23.57,0,0,0,0,0,0,후측면,0,,,,,,
708,23.6,0,0,0,0,0,0,후측면,0,,,,,,
709,23.63,0,0,0,0,0,0,후측면,0,,,,,,
710,23.67,0,0,0,0,0,0,후측면,0,,,,,,
711,23.7,0,0,0,0,0,0,후측면,0,,,,,,
712,23.73,0,0,0,0,0,0,후측면,0,,,,,,
713,23.77,0,0,0,0,0,0,후측면,0,,,,,,
714,23.8,0,0,0,0,0,0,후측면,0,,,,,,
715,23.83,0,0,0,0,0,0,후측면,0,,,,,,
716,23.87,0,0,0,0,0,0,후측면,0,,,,,,
717,23.9,0,0,0,0,0,0,후측면,0,,,,,,
718,23.93,0,0,0,0,0,0,후측면,0,,,,,,
719,23.97,0,0,0,0,0,0,후측면,0,,,,,,
720,24.0,0,0,0,0,0,0,후측면,0,,,,,,
721,24.03,0,0,0,0,0,0,후측면,0,,,,,,
722,24.07,0,0,0,0,0,0,후측면,0,,,,,,
723,24.1,0,0,0,0,0,0,후측면,0,,,,,,
724,24.13,0,0,0,0,0,0,후측면,0,,,,,,
725,24.17,0,0,0,0,0,0,후측면,0,,,,,,
726,24.2,0,0,0,0,0,0,후측면,0,,,,,,
727,24.23,0,0,0,0,0,0,후측면,0,,,,,,
728,24.27,0,0,0,0,0,0,후측면,0,,,,,,
729,24.3,0,0,0,0,0,0,후측면,0,,,,,,
730,24.33,0,0,0,0,0,0,후측면,0,,,,,,
731,24.37,0,0,0,0,0,0,후측면,0,,,,,,
732,24.4,0,0,0,0,0,0,후측면,0,,,,,,
733,24.43,0,0,0,0,0,0,후측면,0,,,,,,
734,24.47,0,0,0,0,0,0,후측면,0,,,,,,
735,24.5,0,0,0,0,0,0,후측면,0,,,,,,
736,24.53,0,0,0,0,0,0,후측면,0,,,,,,
737,24.57,0,0,0,0,0,0,후측면,0,,,,,,
738,24.6,0,0,0,0,0,0,후측면,0,,,,,,
739,24.63,0,0,0,0,0,0,후측면,0,,,,,,
740,24.67,0,0,0,0,0,0,후측면,0,,,,,,
741,24.7,0,0,0,0,0,0,후측면,0,,,,,,
742,24.73,0,0,0,0,0,0,후측면,0,,,,,,
743,24.77,0,0,0,0,0,0,후측면,0,,,,,,
744,24.8,0,0,0,0,0,0,후측면,0,,,,,,
745,24.83,0,0,0,0,0,0,후측면,0,,,,,,
746,24.87,0,0,0,0,0,0,후측면,0,,,,,,
747,24.9,0,0,0,0,0,0,후측면,0,,,,,,
748,24.93,0,0,0,0,0,0,후측면,0,,,,,,
749,24.97,0,0,0,0,0,0,후측면,0,,,,,,
750,25.0,0,0,0,0,0,0,후측면,0,,,,,,
751,25.03,0,1,0,0,0,0,후측면,0,,,,,,
752,25.07,0,0,0,0,0,0,후측면,0,,,,,,
753,25.1,0,0,0,0,0,0,후측면,0,,,,,,
754,25.13,0,0,0,0,0,0,후측면,0,,,,,,
755,25.17,0,0,0,0,0,0,후측면,0,,,,,,
756,25.2,0,0,0,0,0,0,후측면,0,,,,,,
757,25.23,0,0,0,0,0,0,후측면,0,,,,,,
758,25.27,0,0,0,0,0,0,후측면,0,,,,,,
759,25.3,0,0,0,0,0,0,후측면,0,,,,,,
760,25.33,0,0,0,0,0,0,후측면,0,,,,,,
761,25.37,0,0,0,0,0,0,후측면,0,,,,,,
762,25.4,0,0,0,0,0,0,후측면,0,,,,,,
763,25.43,0,0,0,0,0,0,후측면,0,,,,,,
764,25.47,0,1,0,0,0,0,후측면,0,,,,,,
765,25.5,0,2,0,0,0,0,후측면,0,,,,,,
766,25.53,0,2,0,0,0,0,후측면,0,,,,,,
767,25.57,0,1,0,0,0,0,후측면,0,,,,,,
768,25.6,0,0,0,0,0,0,후측면,0,,,,,,
769,25.63,0,0,0,0,0,0,후측면,0,,,,,,
770,25.67,0,0,0,0,0,0,후측면,0,,,,,,
771,25.7,0,0,0,0,0,0,후측면,0,,,,,,
772,25.73,0,0,0,0,0,0,후측면,0,,,,,,
773,25.77,0,0,0,0,0,0,후측면,0,,,,,,
774,25.8,0,0,0,0,0,0,후측면,0,,,,,,
775,25.83,0,0,0,0,0,0,후측면,0,,,,,,
776,25.87,0,1,0,0,0,0,후측면,0,,,,,,
777,25.9,0,0,0,0,0,0,후측면,0,,,,,,
778,25.93,0,0,0,0,0,0,후측면,0,,,,,,
779,25.97,0,0,0,0,0,0,후측면,0,,,,,,
780,26.0,0,0,0,0,0,0,후측면,0,,,,,,
781,26.03,0,0,0,0,0,0,후측면,0,,,,,,
782,26.07,0,0,0,0,0,0,후측면,0,,,,,,
783,26.1,0,0,0,0,0,0,후측면,0,,,,,,
784,26.13,0,0,0,0,0,0,후측면,0,,,,,,
785,26.17,0,0,0,0,0,0,후측면,0,,,,,,
786,26.2,0,0,0,0,0,0,후측면,0,,,,,,
787,26.23,0,0,0,0,0,0,후측면,0,,,,,,
788,26.27,0,0,0,0,0,0,후측면,0,,,,,,
789,26.3,0,0,0,0,0,0,후측면,0,,,,,,
790,26.33,0,0,0,0,0,0,후측면,0,,,,,,
791,26.37,0,0,0,0,0,0,후측면,0,,,,,,
792,26.4,0,0,0,0,0,0,후측면,0,,,,,,
793,26.43,0,0,0,0,0,0,후측면,0,,,,,,
794,26.47,0,0,0,0,0,0,후측면,0,,,,,,
795,26.5,0,0,0,0,0,0,후측면,0,,,,,,
796,26.53,0,0,0,0,0,0,후측면,0,,,,,,
797,26.57,0,0,0,0,0,0,후측면,0,,,,,,
798,26.6,0,0,0,0,0,0,후측면,0,,,,,,
799,26.63,0,0,0,0,0,0,후측면,0,,,,,,
800,26.67,0,0,0,0,0,0,후측면,0,,,,,,
801,26.7,0,0,0,0,0,0,후측면,0,,,,,,
802,26.73,0,0,0,0,0,0,후측면,0,,,,,,
803,26.77,0,0,0,0,0,0,후측면,0,,,,,,
804,26.8,0,0,0,0,0,0,후측면,0,,,,,,
805,26.83,0,0,0,0,0,0,후측면,0,,,,,,
806,26.87,0,0,0,0,0,0,후측면,0,,,,,,
807,26.9,0,0,0,0,0,0,후측면,0,,,,,,
808,26.93,0,0,0,0,0,0,후측면,0,,,,,,
809,26.97,0,0,0,0,0,0,후측면,0,,,,,,
810,27.0,0,0,0,0,0,0,후측면,0,,,,,,
811,27.03,0,0,0,0,0,0,후측면,0,,,,,,
812,27.07,0,0,0,0,0,0,후측면,0,,,,,,
813,27.1,0,0,0,0,0,0,후측면,0,,,,,,
814,27.13,0,0,0,0,0,0,후측면,0,,,,,,
815,27.17,0,0,0,0,0,0,후측면,0,,,,,,
816,27.2,0,0,0,0,0,0,후측면,0,,,,,,
817,27.23,0,0,0,0,0,0,후측면,0,,,,,,
818,27.27,0,0,0,0,0,0,후측면,0,,,,,,
819,27.3,0,0,0,0,0,0,후측면,0,,,,,,
820,27.33,0,0,0,0,0,0,후측면,0,,,,,,
821,27.37,0,0,0,0,2,0,후측면,0,,,,,,
822,27.4,0,0,0,0,0,1,후측면,0,,,,,,
823,27.43,0,0,0,0,0,1,후측면,0,,,,,,
824,27.47,0,0,0,0,0,1,후측면,0,,,,,,
825,27.5,0,0,0,0,0,0,후측면,0,,,,,,
826,27.53,0,0,0,0,0,0,후측면,0,,,,,,
827,27.57,0,0,0,0,0,0,후측면,0,,,,,,
828,27.6,0,0,0,0,0,1,후측면,0,,,,,,
829,27.63,0,0,0,0,0,0,후측면,0,,,,,,
830,27.67,0,0,0,1,0,1,후측면,0,,,,,,
831,27.7,0,0,0,0,0,0,후측면,0,,,,,,
832,27.73,0,0,0,1,0,0,후측면,1,1.072,-72.2,-31.6,-1.021,0.327,-49.3
833,27.77,0,0,0,1,0,0,후측면,0,,,,,,
834,27.8,0,0,0,1,0,0,후측면,1,1.074,-72.1,-31.1,-1.022,0.331,-49.1
835,27.83,0,0,0,1,0,1,후측면,1,1.084,-71.9,-30.7,-0.975,0.511,-48.7
836,27.87,0,0,0,1,0,1,후측면,1,1.092,-71.8,-30.1,-0.982,0.517,-48.3
837,27.9,0,0,0,1,0,1,후측면,1,1.1,-71.8,-29.6,-0.988,0.521,-47.8
838,27.93,0,0,0,1,0,1,후측면,1,1.108,-72.0,-29.1,-0.997,0.521,-47.1
839,27.97,0,0,0,1,0,1,후측면,1,1.117,-72.0,-28.6,-1.005,0.526,-46.6
840,28.0,0,0,0,1,0,1,후측면,1,1.123,-71.7,-28.0,-1.007,0.534,-46.3
841,28.03,0,0,0,1,0,1,후측면,1,1.131,-71.8,-27.5,-1.015,0.536,-45.7
842,28.07,0,0,0,1,0,1,후측면,1,1.14,-71.9,-27.0,-1.025,0.539,-45.1
843,28.1,0,0,0,1,0,1,후측면,1,1.152,-71.8,-26.4,-1.034,0.544,-44.6
844,28.13,0,0,0,1,0,1,후측면,1,1.161,-72.0,-25.9,-1.045,0.545,-43.9
845,28.17,0,0,0,1,0,1,후측면,1,1.165,-72.2,-25.4,-1.05,0.544,-43.2
846,28.2,0,0,0,1,0,3,후측면,1,1.167,-72.0,-24.8,-1.139,0.318,-42.8
847,28.23,1,0,0,1,0,3,후측면,1,1.167,-72.2,-24.3,-1.08,0.475,-42.1
848,28.27,1,0,0,1,0,2,후측면,1,1.172,-72.5,-23.8,-1.116,0.386,-41.3
849,28.3,0,0,0,1,0,2,후측면,1,1.179,-72.4,-23.3,-1.122,0.389,-40.8
850,28.33,0,0,0,1,0,3,후면,1,1.182,-72.7,-22.8,-1.096,0.472,-40.1
851,28.37,1,0,0,1,0,2,후면,1,1.183,-72.8,-22.2,-1.127,0.382,-39.4
852,28.4,1,0,0,1,2,2,후면,1,1.186,-72.9,-21.7,-1.131,0.38,-38.8
853,28.43,1,0,0,1,2,3,후면,0,1.177,-72.9,-21.2,-1.093,0.465,-38.2
854,28.47,1,0,0,1,1,3,후면,1,1.178,-72.7,-20.6,-1.092,0.47,-37.9
855,28.5,1,0,0,1,1,2,후면,1,1.183,-72.5,-20.0,-1.126,0.386,-37.5
856,28.53,1,0,0,1,1,2,후면,1,1.18,-72.6,-19.5,-1.122,0.385,-36.9
857,28.57,1,0,0,1,1,3,후면,1,1.185,-72.0,-18.9,-1.095,0.483,-36.8
858,28.6,1,0,0,1,1,2,후면,1,1.18,-72.0,-18.3,-1.121,0.393,-36.3
859,28.63,1,0,0,1,1,1,후면,1,1.184,-72.3,-17.9,-1.186,0.211,-35.6
860,28.67,1,0,0,1,1,3,후면,1,1.184,-72.3,-17.4,-1.095,0.478,-35.1
861,28.7,1,0,0,1,1,2,후면,1,1.187,-72.1,-16.9,-1.127,0.395,-34.8
862,28.73,1,0,0,1,1,1,후면,1,1.187,-71.7,-16.3,-1.189,0.22,-34.6
863,28.77,1,0,0,1,1,2,후면,1,1.197,-71.9,-15.8,-1.135,0.401,-33.9
864,28.8,1,0,0,1,1,3,후면,1,1.203,-71.8,-15.3,-1.107,0.496,-33.5
865,28.83,1,0,0,1,1,2,후면,1,1.203,-71.4,-14.8,-1.138,0.411,-33.3
866,28.87,1,0,0,1,1,2,후면,1,1.205,-71.3,-14.2,-1.139,0.416,-32.9
867,28.9,1,0,0,1,1,2,후면,1,1.204,-71.8,-13.8,-1.14,0.406,-32.0
868,28.93,0,0,0,1,1,2,후면,1,1.221,-71.6,-13.2,-1.154,0.415,-31.6
869,28.97,1,0,0,1,1,1,후면,1,1.22,-71.7,-12.7,-1.22,0.225,-30.9
870,29.0,1,0,0,1,1,3,후면,0,1.229,-71.7,-12.2,-1.13,0.51,-30.5
871,29.03,1,0,0,1,1,3,후면,0,1.235,-71.7,-11.8,-1.135,0.511,-30.1
872,29.07,1,0,0,1,1,2,후면,1,1.236,-71.7,-11.3,-1.17,0.416,-29.6
873,29.1,1,0,0,1,1,2,후면,1,1.234,-71.6,-10.9,-1.168,0.416,-29.3
874,29.13,1,0,0,1,1,1,후면,1,1.234,-71.8,-10.5,-1.234,0.225,-28.7
875,29.17,1,0,0,1,1,1,후면,1,1.231,-71.7,-10.1,-1.231,0.226,-28.4
876,29.2,1,0,0,1,1,2,후면,1,1.231,-71.9,-9.8,-1.168,0.406,-27.9
877,29.23,1,0,0,1,1,2,후면,1,1.224,-72.4,-9.6,-1.164,0.393,-27.2
878,29.27,1,0,0,1,1,2,후면,1,1.222,-72.7,-9.4,-1.164,0.387,-26.7
879,29.3,1,0,0,1,1,2,후면,0,1.221,-72.7,-9.2,-1.164,0.385,-26.5
880,29.33,1,0,0,0,1,2,후면,0,,,,,,
881,29.37,1,0,0,1,1,2,후면,1,1.231,-72.2,-8.9,-1.17,0.399,-26.7
882,29.4,1,0,0,1,1,3,후면,1,1.231,-72.0,-8.6,-1.139,0.491,-26.6
883,29.43,1,0,0,0,1,2,후면,0,,,,,,
884,29.47,1,0,0,0,1,2,후면,0,,,,,,
885,29.5,1,0,0,1,1,2,후면,1,1.22,-71.5,-8.2,-1.157,0.405,-26.6
886,29.53,1,0,0,0,1,2,후면,0,,,,,,
887,29.57,1,0,0,1,1,2,후면,1,1.223,-71.9,-8.0,-1.163,0.398,-26.1
888,29.6,1,0,0,1,1,2,후면,1,1.225,-72.2,-7.9,-1.167,0.389,-25.7
889,29.63,1,0,0,1,1,2,후면,0,1.224,-72.2,-7.8,-1.167,0.388,-25.6
