frame,t,zone,n_obs,status,x,y,theta_deg,dist_plate,car_emblem,door_handle,fuel_cap,license_plate,side_mirror,tail_light
643,21.43,미확인,1,coast,-1.469,-2.729,99.0,,0,0,0,0,1,0
644,21.47,미확인,1,coast,-1.469,-2.729,99.0,,0,0,0,0,1,0
645,21.5,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
646,21.53,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
647,21.57,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
648,21.6,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
649,21.63,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
650,21.67,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
651,21.7,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
652,21.73,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
653,21.77,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
654,21.8,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
655,21.83,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
656,21.87,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
657,21.9,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
658,21.93,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
659,21.97,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
660,22.0,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
661,22.03,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
662,22.07,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
663,22.1,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
664,22.13,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
665,22.17,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
666,22.2,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
667,22.23,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
668,22.27,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
669,22.3,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
670,22.33,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
671,22.37,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
672,22.4,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
673,22.43,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
674,22.47,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
675,22.5,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
676,22.53,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
677,22.57,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
678,22.6,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
679,22.63,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
680,22.67,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
681,22.7,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
682,22.73,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
683,22.77,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
684,22.8,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
685,22.83,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
686,22.87,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
687,22.9,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
688,22.93,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
689,22.97,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
690,23.0,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
691,23.03,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
692,23.07,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
693,23.1,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
694,23.13,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
695,23.17,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
696,23.2,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
697,23.23,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
698,23.27,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
699,23.3,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
700,23.33,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
701,23.37,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
702,23.4,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
703,23.43,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
704,23.47,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
705,23.5,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
706,23.53,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
707,23.57,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
708,23.6,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
709,23.63,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
710,23.67,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
711,23.7,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
712,23.73,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
713,23.77,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
714,23.8,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
715,23.83,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
716,23.87,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
717,23.9,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
718,23.93,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
719,23.97,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
720,24.0,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
721,24.03,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
722,24.07,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
723,24.1,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
724,24.13,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
725,24.17,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
726,24.2,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
727,24.23,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
728,24.27,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
729,24.3,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
730,24.33,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
731,24.37,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
732,24.4,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
733,24.43,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
734,24.47,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
735,24.5,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
736,24.53,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
737,24.57,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
738,24.6,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
739,24.63,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
740,24.67,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
741,24.7,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
742,24.73,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
743,24.77,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
744,24.8,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
745,24.83,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
746,24.87,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
747,24.9,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
748,24.93,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
749,24.97,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
750,25.0,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
751,25.03,미확인,1,coast,-1.469,-2.729,99.0,,0,1,0,0,0,0
752,25.07,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
753,25.1,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
754,25.13,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
755,25.17,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
756,25.2,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
757,25.23,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
758,25.27,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
759,25.3,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
760,25.33,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
761,25.37,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
762,25.4,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
763,25.43,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
764,25.47,미확인,0,coast,-1.469,-2.729,99.0,,0,1,0,0,0,0
765,25.5,미확인,1,coast,-1.469,-2.729,99.0,,0,2,0,0,0,0
766,25.53,미확인,1,coast,-1.469,-2.729,99.0,,0,2,0,0,0,0
767,25.57,미확인,1,coast,-1.469,-2.729,99.0,,0,1,0,0,0,0
768,25.6,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
769,25.63,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
770,25.67,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
771,25.7,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
772,25.73,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
773,25.77,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
774,25.8,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
775,25.83,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
776,25.87,미확인,1,coast,-1.469,-2.729,99.0,,0,1,0,0,0,0
777,25.9,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
778,25.93,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
779,25.97,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
780,26.0,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
781,26.03,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
782,26.07,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
783,26.1,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
784,26.13,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
785,26.17,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
786,26.2,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
787,26.23,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
788,26.27,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
789,26.3,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
790,26.33,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
791,26.37,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
792,26.4,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
793,26.43,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
794,26.47,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
795,26.5,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
796,26.53,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
797,26.57,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
798,26.6,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
799,26.63,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
800,26.67,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
801,26.7,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
802,26.73,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
803,26.77,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
804,26.8,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
805,26.83,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
806,26.87,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
807,26.9,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
808,26.93,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
809,26.97,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
810,27.0,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
811,27.03,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
812,27.07,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
813,27.1,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
814,27.13,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
815,27.17,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
816,27.2,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
817,27.23,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
818,27.27,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
819,27.3,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
820,27.33,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
821,27.37,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,2,0
822,27.4,미확인,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
823,27.43,미확인,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
824,27.47,미확인,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
825,27.5,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
826,27.53,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
827,27.57,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
828,27.6,미확인,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
829,27.63,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
830,27.67,미확인,2,weak(2),-1.469,-2.729,99.0,,0,0,0,1,0,1
831,27.7,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
832,27.73,미확인,1,track(1+p),-1.048,0.245,23.1,1.07,0,0,0,1,0,0
833,27.77,미확인,1,coast,-1.048,0.245,23.1,1.07,0,0,0,1,0,0
834,27.8,미확인,1,track(1+p),-1.024,0.324,17.1,1.07,0,0,0,1,0,0
835,27.83,미확인,2,track(2+p),-1.031,0.333,14.1,1.08,0,0,0,1,0,1
836,27.87,미확인,2,track(2+p),-1.038,0.338,12.0,1.09,0,0,0,1,0,1
837,27.9,미확인,2,track(2+p),-1.045,0.342,11.3,1.1,0,0,0,1,0,1
838,27.93,미확인,2,track(2+p),-1.053,0.342,10.9,1.11,0,0,0,1,0,1
839,27.97,미확인,2,track(2+p),-1.063,0.344,10.3,1.12,0,0,0,1,0,1
840,28.0,미확인,2,track(2+p),-1.066,0.351,9.4,1.12,0,0,0,1,0,1
841,28.03,미확인,2,track(2+p),-1.074,0.352,9.0,1.13,0,0,0,1,0,1
842,28.07,미확인,2,track(2+p),-1.084,0.354,8.4,1.14,0,0,0,1,0,1
843,28.1,미확인,2,track(2+p),-1.094,0.358,7.8,1.15,0,0,0,1,0,1
844,28.13,미확인,2,track(2+p),-1.104,0.359,7.4,1.16,0,0,0,1,0,1
845,28.17,미확인,2,track(2+p),-1.109,0.356,7.0,1.17,0,0,0,1,0,1
846,28.2,미확인,3,track(3+p),-1.12,0.346,4.6,1.17,0,0,0,1,0,3
847,28.23,미확인,4,track(4+p),-1.121,0.341,4.9,1.17,1,0,0,1,0,3
848,28.27,미확인,4,track(4+p),-1.127,0.339,4.7,1.17,1,0,0,1,0,2
849,28.3,미확인,3,track(3+p),-1.132,0.344,3.6,1.18,0,0,0,1,0,2
850,28.33,후면,3,track(3+p),-1.135,0.342,3.4,1.18,0,0,0,1,0,3
851,28.37,후면,4,track(4+p),-1.137,0.339,3.5,1.18,1,0,0,1,0,2
852,28.4,후면,4,track(4+p),-1.14,0.339,3.1,1.19,1,0,0,1,2,2
853,28.43,후면,4,track(4+p),-1.132,0.336,2.6,1.18,1,0,0,1,2,3
854,28.47,후면,5,track(5+p),-1.123,0.385,-0.4,1.18,1,0,0,1,1,3
855,28.5,후면,5,track(5+p),-1.116,0.435,-3.4,1.18,1,0,0,1,1,2
856,28.53,후면,5,track(5+p),-1.109,0.46,-6.4,1.18,1,0,0,1,1,2
857,28.57,후면,5,track(5+p),-1.111,0.47,-9.4,1.19,1,0,0,1,1,3
858,28.6,후면,5,track(5+p),-1.105,0.47,-12.4,1.18,1,0,0,1,1,2
859,28.63,후면,4,track(4+p),-1.099,0.472,-15.4,1.18,1,0,0,1,1,1
860,28.67,후면,5,track(5+p),-1.111,0.466,-17.1,1.18,1,0,0,1,1,3
861,28.7,후면,5,track(5+p),-1.112,0.47,-17.7,1.19,1,0,0,1,1,2
862,28.73,후면,4,track(4+p),-1.099,0.482,-20.7,1.19,1,0,0,1,1,1
863,28.77,후면,5,track(5+p),-1.12,0.475,-18.5,1.2,1,0,0,1,1,2
864,28.8,후면,5,track(5+p),-1.125,0.477,-19.0,1.2,1,0,0,1,1,3
865,28.83,후면,5,track(5+p),-1.123,0.483,-19.7,1.2,1,0,0,1,1,2
866,28.87,후면,5,track(5+p),-1.124,0.486,-20.4,1.2,1,0,0,1,1,2
867,28.9,후면,5,track(5+p),-1.126,0.479,-20.5,1.2,1,0,0,1,1,2
868,28.93,후면,4,track(4+p),-1.139,0.48,-23.4,1.22,0,0,0,1,1,2
869,28.97,후면,4,track(4+p),-1.131,0.488,-24.8,1.22,1,0,0,1,1,1
870,29.0,후면,5,track(5+p),-1.149,0.486,-21.8,1.23,1,0,0,1,1,3
871,29.03,후면,5,track(5+p),-1.155,0.486,-22.0,1.24,1,0,0,1,1,3
872,29.07,후면,5,track(5+p),-1.156,0.487,-22.5,1.24,1,0,0,1,1,2
873,29.1,후면,5,track(5+p),-1.153,0.488,-22.9,1.23,1,0,0,1,1,2
874,29.13,후면,4,track(4+p),-1.145,0.49,-25.9,1.23,1,0,0,1,1,1
875,29.17,후면,4,track(4+p),-1.141,0.492,-27.0,1.23,1,0,0,1,1,1
876,29.2,후면,5,track(5+p),-1.152,0.484,-24.0,1.23,1,0,0,1,1,2
877,29.23,후면,5,track(5+p),-1.149,0.474,-23.5,1.22,1,0,0,1,1,2
878,29.27,후면,5,track(5+p),-1.149,0.468,-23.5,1.22,1,0,0,1,1,2
879,29.3,후면,5,track(5+p),-1.148,0.468,-23.7,1.22,1,0,0,1,1,2
880,29.33,후면,4,track(4),-1.147,0.518,-26.7,1.22,1,0,0,0,1,2
881,29.37,후면,5,track(5+p),-1.154,0.479,-24.4,1.23,1,0,0,1,1,2
882,29.4,후면,5,track(5+p),-1.153,0.48,-24.5,1.23,1,0,0,1,1,3
883,29.43,후면,4,track(4),-1.152,0.53,-27.5,1.23,1,0,0,0,1,2
884,29.47,후면,4,track(4),-1.15,0.58,-30.5,1.23,1,0,0,0,1,2
885,29.5,후면,5,track(5+p),-1.144,0.531,-27.5,1.22,1,0,0,1,1,2
886,29.53,후면,4,track(4),-1.143,0.581,-30.5,1.22,1,0,0,0,1,2
887,29.57,후면,5,track(5+p),-1.143,0.531,-27.5,1.22,1,0,0,1,1,2
888,29.6,후면,5,track(5+p),-1.148,0.481,-25.0,1.22,1,0,0,1,1,2
889,29.63,후면,5,track(5+p),-1.149,0.475,-24.9,1.22,1,0,0,1,1,2
890,29.67,후면,5,track(5+p),-1.146,0.474,-24.8,1.22,1,0,0,1,1,2
891,29.7,후면,5,track(5+p),-1.147,0.478,-24.9,1.22,1,0,0,1,1,2
892,29.73,후면,4,track(4),-1.146,0.528,-27.9,1.22,1,0,0,0,1,2
893,29.77,후면,5,track(5+p),-1.152,0.479,-24.9,1.23,1,0,0,1,1,2
894,29.8,후면,5,track(5+p),-1.153,0.474,-24.3,1.23,1,0,0,1,1,3
895,29.83,후면,5,track(5+p),-1.155,0.478,-24.2,1.23,1,0,0,1,1,2
896,29.87,후면,5,track(5+p),-1.152,0.478,-24.1,1.23,1,0,0,1,1,2
897,29.9,후면,5,track(5+p),-1.146,0.476,-24.0,1.22,1,0,0,1,1,3
898,29.93,후면,5,track(5+p),-1.158,0.475,-23.4,1.23,1,0,0,1,1,2
899,29.97,후면,5,track(5+p),-1.156,0.474,-23.2,1.23,1,0,0,1,1,2
900,30.0,후면,4,track(4+p),-1.141,0.483,-26.2,1.23,1,0,0,1,1,1
901,30.03,후면,5,track(5+p),-1.139,0.478,-23.2,1.22,1,0,0,1,1,2
902,30.07,후면,5,track(5+p),-1.138,0.481,-22.9,1.22,1,0,0,1,1,2
903,30.1,후면,4,track(4),-1.137,0.531,-25.9,1.22,1,0,0,0,1,3
904,30.13,후면,5,track(5+p),-1.132,0.483,-22.9,1.21,1,0,0,1,1,2
905,30.17,후면,4,track(4+p),-1.119,0.479,-25.2,1.2,1,0,0,1,1,1
906,30.2,후면,5,track(5+p),-1.129,0.474,-22.2,1.21,1,0,0,1,1,2
907,30.23,후면,5,track(5+p),-1.13,0.474,-20.8,1.21,1,0,0,1,1,3
908,30.27,후면,5,track(5+p),-1.132,0.474,-20.1,1.21,1,0,0,1,1,2
909,30.3,후면,5,track(5+p),-1.13,0.477,-19.7,1.21,1,0,0,1,1,2
910,30.33,후면,5,track(5+p),-1.135,0.475,-18.8,1.21,1,0,0,1,1,2
911,30.37,후면,4,track(4+p),-1.128,0.481,-21.6,1.21,1,0,0,1,1,1
912,30.4,후면,3,track(3+p),-1.125,0.478,-24.6,1.22,0,0,0,1,1,1
913,30.43,후면,4,track(4+p),-1.156,0.455,-23.2,1.22,1,0,0,1,1,2
914,30.47,후면,4,track(4+p),-1.131,0.484,-20.2,1.22,1,0,0,1,1,1
915,30.5,후면,5,track(5+p),-1.148,0.482,-17.2,1.23,1,0,0,1,1,2
916,30.53,후면,3,track(3+p),-1.16,0.433,-14.2,1.23,1,0,0,1,2,1
917,30.57,후면,4,track(4+p),-1.177,0.386,-11.2,1.24,1,0,0,1,2,2
918,30.6,후면,4,track(4+p),-1.163,0.434,-14.2,1.24,1,0,0,1,1,1
919,30.63,후면,3,track(3+p),-1.181,0.388,-11.2,1.24,1,0,0,1,0,2
920,30.67,후면,3,track(3+p),-1.175,0.375,-8.2,1.23,1,0,0,1,0,1
921,30.7,후면,3,track(3+p),-1.172,0.372,-5.2,1.23,1,0,0,1,0,1
922,30.73,후면,3,track(3+p),-1.164,0.368,-2.2,1.22,1,0,0,1,0,3
923,30.77,후면,2,track(2+p),-1.152,0.373,0.8,1.21,1,0,0,1,0,0
924,30.8,후면,2,track(2+p),-1.146,0.371,3.8,1.2,1,0,0,1,0,0
925,30.83,후면,2,track(2+p),-1.134,0.367,6.8,1.19,1,0,0,1,0,0
926,30.87,후면,2,track(2+p),-1.123,0.363,9.2,1.18,1,0,0,1,0,0
927,30.9,후면,2,track(2+p),-1.108,0.358,10.1,1.16,1,0,0,1,0,0
928,30.93,후면,1,track(1+p),-1.094,0.353,10.9,1.15,0,0,0,1,0,0
929,30.97,후면,1,track(1+p),-1.084,0.35,11.6,1.14,0,0,0,1,0,0
930,31.0,후면,1,track(1+p),-1.072,0.336,12.8,1.12,0,0,0,1,0,0
931,31.03,후면,2,track(2+p),-1.061,0.329,14.7,1.11,0,0,0,1,0,1
932,31.07,후면,2,weak(2),-1.061,0.329,14.7,1.11,1,0,0,1,0,0
933,31.1,후면,3,track(3),-1.068,0.319,16.4,1.11,1,0,0,1,0,1
934,31.13,후면,2,weak(2),-1.068,0.319,16.4,1.11,0,0,0,1,0,1
935,31.17,후면,1,coast,-1.068,0.319,16.4,1.11,0,0,0,1,0,0
936,31.2,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
937,31.23,후면,1,coast,-1.068,0.319,16.4,1.11,1,0,0,0,0,0
938,31.27,후면,1,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,1
939,31.3,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
940,31.33,후면,1,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,1
941,31.37,후면,1,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,1
942,31.4,후면,1,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,1
943,31.43,후면,1,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,1
944,31.47,후면,1,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,1
945,31.5,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
946,31.53,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
947,31.57,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
948,31.6,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
949,31.63,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
950,31.67,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
951,31.7,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
952,31.73,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
953,31.77,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
954,31.8,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
955,31.83,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
956,31.87,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
957,31.9,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
958,31.93,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
959,31.97,후면,0,coast,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
960,32.0,미확인,0,lost,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
961,32.03,미확인,0,lost,-1.068,0.319,16.4,1.11,0,0,0,0,0,0
