frame,t,zone,n_obs,status,x,y,theta_deg,dist_plate,car_emblem,door_handle,fuel_cap,license_plate,side_mirror,tail_light
318,10.6,측면,3,track(3),-1.109,-2.621,45.0,,0,2,0,0,1,0
319,10.63,측면,3,track(3),-1.11,-2.621,45.4,,0,2,0,0,1,0
320,10.67,측면,3,track(3),-1.111,-2.621,45.8,,0,2,0,0,1,0
321,10.7,측면,3,track(3),-1.112,-2.621,46.2,,0,2,0,0,1,0
322,10.73,측면,4,track(4),-1.118,-2.622,46.2,,0,2,1,0,1,0
323,10.77,측면,5,track(5),-1.138,-2.625,45.3,,0,2,1,0,1,1
324,10.8,측면,5,track(5),-1.151,-2.627,45.2,,0,2,1,0,1,1
325,10.83,측면,5,track(5),-1.159,-2.629,45.3,,0,2,1,0,1,1
326,10.87,측면,5,track(5),-1.166,-2.63,45.5,,0,2,1,0,1,1
327,10.9,후측면,5,track(5),-1.172,-2.631,45.7,,0,2,1,0,1,1
328,10.93,후측면,5,track(5),-1.175,-2.632,46.1,,0,2,1,0,1,1
329,10.97,후측면,5,track(5),-1.177,-2.632,46.5,,0,2,1,0,1,1
330,11.0,후측면,5,track(5),-1.178,-2.632,47.0,,0,2,1,0,1,1
331,11.03,후측면,5,track(5),-1.179,-2.631,47.5,,0,2,1,0,1,1
332,11.07,후측면,5,track(5),-1.179,-2.631,48.1,,0,2,1,0,1,1
333,11.1,후측면,5,track(5),-1.18,-2.631,48.7,,0,2,1,0,1,1
334,11.13,후측면,5,track(5),-1.18,-2.63,49.3,,0,2,1,0,1,1
335,11.17,후측면,5,track(5),-1.18,-2.631,50.0,,0,2,1,0,1,1
336,11.2,후측면,5,track(5),-1.182,-2.632,50.6,,0,2,1,0,1,1
337,11.23,후측면,5,track(5),-1.185,-2.635,51.3,,0,2,1,0,1,1
338,11.27,후측면,5,track(5),-1.188,-2.636,51.9,,0,2,1,0,1,1
339,11.3,후측면,5,track(5),-1.19,-2.639,52.5,,0,2,1,0,1,1
340,11.33,후측면,5,track(5),-1.193,-2.64,53.0,,0,2,1,0,1,1
341,11.37,후측면,5,track(5),-1.197,-2.642,53.4,,0,2,1,0,1,1
342,11.4,후측면,5,track(5),-1.199,-2.644,53.9,,0,2,1,0,1,1
343,11.43,후측면,5,track(5),-1.202,-2.645,54.3,,0,2,1,0,1,1
344,11.47,후측면,5,track(5),-1.205,-2.647,54.8,,0,2,1,0,1,1
345,11.5,후측면,4,track(4),-1.212,-2.658,55.2,,0,2,1,0,0,1
346,11.53,후측면,4,track(4),-1.221,-2.666,55.6,,0,2,1,0,0,1
347,11.57,후측면,4,track(4),-1.23,-2.673,56.0,,0,2,1,0,0,1
348,11.6,후측면,4,track(4),-1.237,-2.679,56.4,,0,2,1,0,0,1
349,11.63,후측면,4,track(4),-1.245,-2.685,56.7,,0,2,1,0,0,1
350,11.67,후측면,4,track(4),-1.252,-2.69,57.1,,0,2,1,0,0,1
351,11.7,후측면,4,track(4),-1.259,-2.695,57.5,,0,2,1,0,0,1
352,11.73,후측면,4,track(4),-1.266,-2.699,57.9,,0,2,1,0,0,1
353,11.77,후측면,4,track(4),-1.273,-2.703,58.3,,0,2,1,0,0,1
354,11.8,후측면,4,track(4),-1.279,-2.707,58.7,,0,2,1,0,0,1
355,11.83,후측면,4,track(4),-1.285,-2.71,59.1,,0,2,1,0,0,1
356,11.87,후측면,4,track(4),-1.291,-2.712,59.4,,0,2,1,0,0,1
357,11.9,후측면,4,track(4),-1.296,-2.715,59.8,,0,2,1,0,0,1
358,11.93,후측면,4,track(4),-1.301,-2.717,60.3,,0,2,1,0,0,1
359,11.97,후측면,4,track(4),-1.306,-2.72,60.7,,0,2,1,0,0,1
360,12.0,후측면,4,track(4),-1.311,-2.722,61.1,,0,2,1,0,0,1
361,12.03,후측면,4,track(4),-1.315,-2.724,61.5,,0,2,1,0,0,1
362,12.07,후측면,4,track(4),-1.319,-2.725,61.8,,0,2,1,0,0,1
363,12.1,후측면,4,track(4),-1.324,-2.726,62.2,,0,2,1,0,0,1
364,12.13,후측면,4,track(4),-1.327,-2.727,62.5,,0,2,1,0,0,1
365,12.17,후측면,4,track(4),-1.33,-2.729,62.9,,0,2,1,0,0,1
366,12.2,후측면,4,track(4),-1.333,-2.731,63.2,,0,2,1,0,0,1
367,12.23,후측면,4,track(4),-1.335,-2.734,63.5,,0,2,1,0,0,1
368,12.27,후측면,4,track(4),-1.338,-2.736,63.8,,0,2,1,0,0,1
369,12.3,후측면,4,track(4),-1.34,-2.737,64.1,,0,2,1,0,0,1
370,12.33,후측면,4,track(4),-1.342,-2.739,64.4,,0,2,1,0,0,1
371,12.37,후측면,4,track(4),-1.344,-2.741,64.7,,0,2,1,0,0,1
372,12.4,후측면,4,track(4),-1.346,-2.743,65.0,,0,2,1,0,0,1
373,12.43,후측면,4,track(4),-1.348,-2.744,65.2,,0,2,1,0,0,1
374,12.47,후측면,4,track(4),-1.35,-2.746,65.4,,0,2,1,0,0,1
375,12.5,후측면,4,track(4),-1.352,-2.747,65.6,,0,2,1,0,0,1
376,12.53,후측면,4,track(4),-1.354,-2.747,65.8,,0,2,1,0,0,1
377,12.57,후측면,4,track(4),-1.356,-2.749,66.0,,0,2,1,0,0,1
378,12.6,후측면,4,track(4),-1.357,-2.75,66.1,,0,2,1,0,0,1
379,12.63,후측면,4,track(4),-1.36,-2.75,66.3,,0,2,1,0,0,1
380,12.67,후측면,4,track(4),-1.361,-2.75,66.4,,0,2,1,0,0,1
381,12.7,후측면,4,track(4),-1.363,-2.751,66.5,,0,2,1,0,0,1
382,12.73,후측면,4,track(4),-1.364,-2.751,66.6,,0,2,1,0,0,1
383,12.77,후측면,4,track(4),-1.366,-2.751,66.7,,0,2,1,0,0,1
384,12.8,후측면,4,track(4),-1.367,-2.75,66.8,,0,2,1,0,0,1
385,12.83,후측면,4,track(4),-1.369,-2.75,66.9,,0,2,1,0,0,1
386,12.87,후측면,4,track(4),-1.37,-2.751,67.0,,0,2,1,0,0,1
387,12.9,후측면,4,track(4),-1.371,-2.75,67.1,,0,2,1,0,0,1
388,12.93,후측면,4,track(4),-1.373,-2.75,67.2,,0,2,1,0,0,1
389,12.97,후측면,4,track(4),-1.374,-2.75,67.3,,0,2,1,0,0,1
390,13.0,후측면,4,track(4),-1.374,-2.75,67.4,,0,2,1,0,0,1
391,13.03,후측면,4,track(4),-1.375,-2.751,67.5,,0,2,1,0,0,1
392,13.07,후측면,4,track(4),-1.376,-2.751,67.7,,0,2,1,0,0,1
393,13.1,후측면,4,track(4),-1.376,-2.751,67.8,,0,2,1,0,0,1
394,13.13,후측면,4,track(4),-1.377,-2.751,67.9,,0,2,1,0,0,1
395,13.17,후측면,4,track(4),-1.377,-2.75,68.0,,0,2,1,0,0,1
396,13.2,후측면,4,track(4),-1.377,-2.751,68.1,,0,2,1,0,0,1
397,13.23,후측면,4,track(4),-1.378,-2.751,68.3,,0,2,1,0,0,1
398,13.27,후측면,4,track(4),-1.378,-2.75,68.4,,0,2,1,0,0,1
399,13.3,후측면,4,track(4),-1.378,-2.75,68.5,,0,2,1,0,0,1
400,13.33,후측면,4,track(4),-1.379,-2.75,68.7,,0,2,1,0,0,1
401,13.37,후측면,4,track(4),-1.379,-2.749,68.8,,0,2,1,0,0,1
402,13.4,후측면,4,track(4),-1.38,-2.748,68.9,,0,2,1,0,0,1
403,13.43,후측면,4,track(4),-1.381,-2.747,69.1,,0,2,1,0,0,1
404,13.47,후측면,4,track(4),-1.381,-2.747,69.2,,0,2,1,0,0,1
405,13.5,후측면,4,track(4),-1.382,-2.745,69.3,,0,2,1,0,0,1
406,13.53,후측면,4,track(4),-1.383,-2.744,69.4,,0,2,1,0,0,1
407,13.57,후측면,4,track(4),-1.383,-2.743,69.6,,0,2,1,0,0,1
408,13.6,후측면,4,track(4),-1.384,-2.742,69.7,,0,2,1,0,0,1
409,13.63,후측면,4,track(4),-1.384,-2.74,69.8,,0,2,1,0,0,1
410,13.67,후측면,4,track(4),-1.384,-2.739,70.0,,0,2,1,0,0,1
411,13.7,후측면,4,track(4),-1.384,-2.738,70.1,,0,2,1,0,0,1
412,13.73,후측면,4,track(4),-1.384,-2.736,70.2,,0,2,1,0,0,1
413,13.77,후측면,4,track(4),-1.384,-2.734,70.4,,0,2,1,0,0,1
414,13.8,후측면,4,track(4),-1.385,-2.732,70.5,,0,2,1,0,0,1
415,13.83,후측면,4,track(4),-1.385,-2.731,70.6,,0,2,1,0,0,1
416,13.87,후측면,4,track(4),-1.385,-2.729,70.8,,0,2,1,0,0,1
417,13.9,후측면,4,track(4),-1.385,-2.727,70.9,,0,2,1,0,0,1
418,13.93,후측면,4,track(4),-1.384,-2.726,71.1,,0,2,1,0,0,1
419,13.97,후측면,4,track(4),-1.384,-2.725,71.2,,0,2,1,0,0,1
420,14.0,후측면,4,track(4),-1.384,-2.723,71.4,,0,2,1,0,0,1
421,14.03,후측면,4,track(4),-1.385,-2.72,71.6,,0,2,1,0,0,1
422,14.07,후측면,4,track(4),-1.385,-2.717,71.7,,0,2,1,0,0,1
423,14.1,후측면,4,track(4),-1.384,-2.716,71.9,,0,2,1,0,0,1
424,14.13,후측면,4,track(4),-1.384,-2.714,72.1,,0,2,1,0,0,1
425,14.17,후측면,4,track(4),-1.384,-2.712,72.3,,0,2,1,0,0,1
426,14.2,후측면,4,track(4),-1.384,-2.709,72.4,,0,2,1,0,0,1
427,14.23,후측면,4,track(4),-1.384,-2.708,72.6,,0,2,1,0,0,1
428,14.27,후측면,4,track(4),-1.385,-2.704,72.8,,0,2,1,0,0,1
429,14.3,후측면,4,track(4),-1.385,-2.702,73.0,,0,2,1,0,0,1
430,14.33,후측면,4,track(4),-1.384,-2.701,73.2,,0,2,1,0,0,1
431,14.37,후측면,4,track(4),-1.384,-2.7,73.4,,0,2,1,0,0,1
432,14.4,후측면,4,track(4),-1.383,-2.7,73.6,,0,2,1,0,0,1
433,14.43,후측면,4,track(4),-1.382,-2.701,73.9,,0,2,1,0,0,1
434,14.47,후측면,4,track(4),-1.382,-2.701,74.1,,0,2,1,0,0,1
435,14.5,후측면,4,track(4),-1.381,-2.702,74.4,,0,2,1,0,0,1
436,14.53,후측면,4,track(4),-1.38,-2.704,74.6,,0,2,1,0,0,1
437,14.57,후측면,4,track(4),-1.38,-2.706,74.9,,0,2,1,0,0,1
438,14.6,후측면,4,track(4),-1.38,-2.708,75.2,,0,2,1,0,0,1
439,14.63,후측면,4,track(4),-1.38,-2.709,75.4,,0,2,1,0,0,1
440,14.67,후측면,4,track(4),-1.381,-2.711,75.6,,0,2,1,0,0,1
441,14.7,후측면,4,track(4),-1.381,-2.714,75.9,,0,2,1,0,0,1
442,14.73,후측면,4,track(4),-1.381,-2.717,76.2,,0,2,1,0,0,1
443,14.77,후측면,4,track(4),-1.381,-2.72,76.5,,0,2,1,0,0,1
444,14.8,후측면,4,track(4),-1.382,-2.722,76.7,,0,2,1,0,0,1
445,14.83,후측면,4,track(4),-1.383,-2.725,76.9,,0,2,1,0,0,1
446,14.87,후측면,4,track(4),-1.385,-2.728,77.2,,0,2,1,0,0,1
447,14.9,후측면,4,track(4),-1.386,-2.731,77.4,,0,2,1,0,0,1
448,14.93,후측면,4,track(4),-1.387,-2.733,77.6,,0,2,1,0,0,1
449,14.97,후측면,4,track(4),-1.388,-2.736,77.9,,0,2,1,0,0,1
450,15.0,후측면,4,track(4),-1.389,-2.739,78.1,,0,2,1,0,0,1
451,15.03,후측면,4,track(4),-1.391,-2.743,78.4,,0,2,1,0,0,1
452,15.07,후측면,4,track(4),-1.392,-2.746,78.6,,0,2,1,0,0,1
453,15.1,후측면,4,track(4),-1.394,-2.749,78.9,,0,2,1,0,0,1
454,15.13,후측면,4,track(4),-1.397,-2.752,79.1,,0,2,1,0,0,1
455,15.17,후측면,4,track(4),-1.398,-2.755,79.3,,0,2,1,0,0,1
456,15.2,후측면,4,track(4),-1.401,-2.759,79.6,,0,2,1,0,0,1
457,15.23,후측면,4,track(4),-1.403,-2.762,79.8,,0,2,1,0,0,1
458,15.27,후측면,4,track(4),-1.405,-2.766,80.1,,0,2,1,0,0,1
459,15.3,후측면,3,track(3),-1.409,-2.763,80.3,,0,1,1,0,0,1
460,15.33,후측면,3,track(3),-1.414,-2.761,80.4,,0,1,1,0,0,1
461,15.37,후측면,3,track(3),-1.418,-2.758,80.6,,0,1,1,0,0,1
462,15.4,후측면,3,track(3),-1.422,-2.756,80.7,,0,1,1,0,0,1
463,15.43,후측면,3,track(3),-1.425,-2.754,80.9,,0,1,1,0,0,1
464,15.47,후측면,3,track(3),-1.428,-2.752,81.1,,0,1,1,0,0,1
465,15.5,후측면,3,track(3),-1.43,-2.751,81.3,,0,1,1,0,0,1
466,15.53,후측면,3,track(3),-1.432,-2.75,81.4,,0,1,1,0,0,1
467,15.57,후측면,3,track(3),-1.435,-2.749,81.6,,0,1,1,0,0,1
468,15.6,후측면,3,track(3),-1.437,-2.747,81.8,,0,1,1,0,0,1
469,15.63,후측면,3,track(3),-1.438,-2.746,82.0,,0,1,1,0,0,1
470,15.67,후측면,3,track(3),-1.44,-2.746,82.2,,0,1,1,0,0,1
471,15.7,후측면,3,track(3),-1.442,-2.745,82.4,,0,1,1,0,0,1
472,15.73,후측면,3,track(3),-1.443,-2.744,82.6,,0,1,1,0,0,1
473,15.77,후측면,3,track(3),-1.444,-2.743,82.8,,0,1,1,0,0,1
474,15.8,후측면,3,track(3),-1.446,-2.743,83.0,,0,1,1,0,0,1
475,15.83,후측면,3,track(3),-1.447,-2.742,83.2,,0,1,1,0,0,1
476,15.87,후측면,3,track(3),-1.449,-2.741,83.3,,0,1,1,0,0,1
477,15.9,후측면,3,track(3),-1.45,-2.74,83.6,,0,1,1,0,0,1
478,15.93,후측면,3,track(3),-1.452,-2.739,83.8,,0,1,1,0,0,1
479,15.97,후측면,3,track(3),-1.454,-2.738,84.0,,0,1,1,0,0,1
480,16.0,후측면,3,track(3),-1.456,-2.737,84.2,,0,1,1,0,0,1
481,16.03,후측면,3,track(3),-1.458,-2.736,84.4,,0,1,1,0,0,1
482,16.07,후측면,3,track(3),-1.46,-2.735,84.6,,0,1,1,0,0,1
483,16.1,후측면,3,track(3),-1.461,-2.734,84.8,,0,1,1,0,0,1
484,16.13,후측면,3,track(3),-1.463,-2.733,85.0,,0,1,1,0,0,1
485,16.17,후측면,3,track(3),-1.464,-2.732,85.1,,0,1,1,0,0,1
486,16.2,후측면,3,track(3),-1.465,-2.731,85.3,,0,1,1,0,0,1
487,16.23,후측면,3,track(3),-1.466,-2.731,85.5,,0,1,1,0,0,1
488,16.27,후측면,3,track(3),-1.467,-2.73,85.7,,0,1,1,0,0,1
489,16.3,후측면,3,track(3),-1.468,-2.729,85.8,,0,1,1,0,0,1
490,16.33,후측면,3,track(3),-1.469,-2.728,86.1,,0,1,1,0,0,1
491,16.37,후측면,3,track(3),-1.47,-2.728,86.3,,0,2,1,0,0,1
492,16.4,후측면,3,track(3),-1.471,-2.727,86.4,,0,1,1,0,0,1
493,16.43,후측면,3,track(3),-1.472,-2.726,86.6,,0,1,1,0,0,1
494,16.47,후측면,3,track(3),-1.473,-2.726,86.8,,0,1,1,0,0,1
495,16.5,후측면,3,track(3),-1.474,-2.725,87.0,,0,1,1,0,0,1
496,16.53,후측면,3,track(3),-1.475,-2.724,87.2,,0,1,1,0,0,1
497,16.57,후측면,3,track(3),-1.477,-2.723,87.5,,0,1,1,0,0,1
498,16.6,후측면,3,track(3),-1.478,-2.722,87.7,,0,1,1,0,0,1
499,16.63,후측면,3,track(3),-1.479,-2.721,87.9,,0,1,1,0,0,1
500,16.67,후측면,3,track(3),-1.481,-2.72,88.1,,0,1,1,0,0,1
501,16.7,후측면,3,track(3),-1.482,-2.719,88.3,,0,1,1,0,0,1
502,16.73,후측면,3,track(3),-1.483,-2.718,88.5,,0,1,1,0,0,1
503,16.77,후측면,3,track(3),-1.485,-2.716,88.7,,0,1,1,0,0,1
504,16.8,후측면,3,track(3),-1.486,-2.715,88.8,,0,1,1,0,0,1
505,16.83,후측면,3,track(3),-1.487,-2.714,89.0,,0,1,1,0,0,1
506,16.87,후측면,3,track(3),-1.489,-2.713,89.2,,0,1,1,0,0,1
507,16.9,후측면,3,track(3),-1.49,-2.712,89.4,,0,1,1,0,0,1
508,16.93,후측면,3,track(3),-1.491,-2.711,89.6,,0,1,1,0,0,1
509,16.97,후측면,3,track(3),-1.493,-2.709,89.8,,0,1,1,0,0,1
510,17.0,후측면,3,track(3),-1.494,-2.708,89.9,,0,1,1,0,0,1
511,17.03,후측면,3,track(3),-1.495,-2.707,90.1,,0,1,1,0,0,1
512,17.07,후측면,3,track(3),-1.497,-2.706,90.2,,0,1,1,0,0,1
513,17.1,후측면,3,track(3),-1.498,-2.705,90.4,,0,1,1,0,0,1
514,17.13,후측면,3,track(3),-1.499,-2.704,90.6,,0,1,1,0,0,1
515,17.17,후측면,3,track(3),-1.501,-2.702,90.8,,0,1,1,0,0,1
516,17.2,후측면,3,track(3),-1.502,-2.701,91.0,,0,1,1,0,0,1
517,17.23,후측면,3,track(3),-1.504,-2.7,91.1,,0,1,1,0,0,1
518,17.27,후측면,3,track(3),-1.505,-2.698,91.3,,0,1,1,0,0,1
519,17.3,후측면,3,track(3),-1.507,-2.696,91.4,,0,1,1,0,0,1
520,17.33,후측면,3,track(3),-1.508,-2.695,91.6,,0,1,1,0,0,1
521,17.37,후측면,3,track(3),-1.51,-2.693,91.7,,0,1,1,0,0,1
522,17.4,후측면,3,track(3),-1.512,-2.692,91.8,,0,1,1,0,0,1
523,17.43,후측면,3,track(3),-1.513,-2.69,92.0,,0,1,1,0,0,1
524,17.47,후측면,3,track(3),-1.515,-2.689,92.1,,0,1,1,0,0,1
525,17.5,후측면,3,track(3),-1.516,-2.687,92.3,,0,1,1,0,0,1
526,17.53,후측면,3,track(3),-1.517,-2.686,92.4,,0,1,1,0,0,1
527,17.57,후측면,3,track(3),-1.519,-2.684,92.5,,0,1,1,0,0,1
528,17.6,후측면,3,track(3),-1.52,-2.682,92.7,,0,1,1,0,0,1
529,17.63,후측면,3,track(3),-1.521,-2.68,92.9,,0,1,1,0,0,1
530,17.67,후측면,3,track(3),-1.523,-2.679,93.0,,0,1,1,0,0,1
531,17.7,후측면,3,track(3),-1.524,-2.677,93.2,,0,1,1,0,0,1
532,17.73,후측면,3,track(3),-1.524,-2.676,93.3,,0,1,1,0,0,1
533,17.77,후측면,3,track(3),-1.524,-2.676,93.5,,0,1,1,0,0,1
534,17.8,후측면,3,track(3),-1.523,-2.677,93.7,,0,1,1,0,0,1
535,17.83,후측면,3,track(3),-1.521,-2.678,93.9,,0,1,1,0,0,1
536,17.87,후측면,3,track(3),-1.519,-2.679,94.2,,0,1,1,0,0,1
537,17.9,후측면,3,track(3),-1.517,-2.681,94.4,,0,1,1,0,0,1
538,17.93,후측면,3,track(3),-1.515,-2.683,94.7,,0,1,1,0,0,1
539,17.97,후측면,3,track(3),-1.512,-2.686,95.0,,0,1,1,0,0,1
540,18.0,후측면,3,track(3),-1.509,-2.688,95.3,,0,1,1,0,0,1
541,18.03,후측면,3,track(3),-1.506,-2.691,95.6,,0,1,1,0,0,1
542,18.07,후측면,3,track(3),-1.503,-2.694,95.9,,0,1,1,0,0,1
543,18.1,후측면,3,track(3),-1.499,-2.698,96.2,,0,1,1,0,0,1
544,18.13,후측면,3,track(3),-1.496,-2.701,96.5,,0,1,1,0,0,1
545,18.17,후측면,3,track(3),-1.493,-2.704,96.8,,0,1,1,0,0,1
546,18.2,후측면,3,track(3),-1.49,-2.707,97.1,,0,1,1,0,0,1
547,18.23,후측면,3,track(3),-1.487,-2.71,97.4,,0,1,1,0,0,1
548,18.27,후측면,3,track(3),-1.483,-2.714,97.7,,0,1,1,0,0,1
549,18.3,후측면,3,track(3),-1.48,-2.717,98.0,,0,1,1,0,0,1
550,18.33,후측면,3,track(3),-1.477,-2.721,98.4,,0,1,1,0,0,1
551,18.37,후측면,3,track(3),-1.473,-2.725,98.7,,0,1,1,0,0,1
552,18.4,후측면,3,track(3),-1.469,-2.729,99.0,,0,1,1,0,0,1
553,18.43,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
554,18.47,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
555,18.5,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
556,18.53,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
557,18.57,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
558,18.6,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
559,18.63,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
560,18.67,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
561,18.7,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
562,18.73,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
563,18.77,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
564,18.8,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
565,18.83,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
566,18.87,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
567,18.9,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
568,18.93,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
569,18.97,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
570,19.0,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
571,19.03,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
572,19.07,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
573,19.1,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
574,19.13,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
575,19.17,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
576,19.2,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
577,19.23,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
578,19.27,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
579,19.3,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
580,19.33,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
581,19.37,후측면,2,weak(2),-1.469,-2.729,99.0,,0,0,1,0,0,1
582,19.4,후측면,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
583,19.43,후측면,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
584,19.47,후측면,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
585,19.5,후측면,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
586,19.53,후측면,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
587,19.57,후측면,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
588,19.6,후측면,1,coast,-1.469,-2.729,99.0,,0,0,0,0,0,1
589,19.63,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
590,19.67,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
591,19.7,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
592,19.73,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
593,19.77,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
594,19.8,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
595,19.83,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
596,19.87,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
597,19.9,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
598,19.93,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
599,19.97,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
600,20.0,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
601,20.03,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
602,20.07,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
603,20.1,후측면,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
604,20.13,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
605,20.17,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
606,20.2,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
607,20.23,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
608,20.27,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
609,20.3,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
610,20.33,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
611,20.37,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
612,20.4,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
613,20.43,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
614,20.47,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
615,20.5,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
616,20.53,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
617,20.57,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
618,20.6,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
619,20.63,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
620,20.67,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
621,20.7,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
622,20.73,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
623,20.77,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
624,20.8,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
625,20.83,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
626,20.87,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
627,20.9,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
628,20.93,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
629,20.97,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
630,21.0,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
631,21.03,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
632,21.07,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
633,21.1,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
634,21.13,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
635,21.17,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
636,21.2,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
637,21.23,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
638,21.27,미확인,0,lost,-1.469,-2.729,99.0,,0,0,0,0,0,0
639,21.3,미확인,1,coast,-1.469,-2.729,99.0,,0,0,1,0,0,0
640,21.33,미확인,1,coast,-1.469,-2.729,99.0,,0,0,1,0,0,0
641,21.37,미확인,1,coast,-1.469,-2.729,99.0,,0,0,1,0,0,0
642,21.4,미확인,0,coast,-1.469,-2.729,99.0,,0,0,0,0,0,0
